x = 43.63179, y = -157.5988, z = 129.7619, angle = -76.01783, collision = h0000B1
x = 61.11379, y = -163.0978, z = 104.318, angle = 62.92115, collision = h0004B1
x = 61.53838, y = -163.5122, z = 103.2664, angle = -103.438, collision = h0004B1
x = 61.20811, y = -163.733, z = 102.1011, angle = -39.07793, collision = h0004B1
x = 61.86053, y = -164.2104, z = 100.9877, angle = -57.49961, collision = h0004B1
x = 62.92135, y = -164.4083, z = 100.9479, angle = -102.8752, collision = h0004B1
x = 63.97274, y = -164.5662, z = 100.2731, angle = -74.67595, collision = h0004B1
x = 65.00365, y = -165.0552, z = 100.689, angle = -131.6241, collision = h0004B1
x = 66.05164, y = -165.2615, z = 101.1181, angle = -88.82365, collision = h0004B1
x = 67.1204, y = -165.793, z = 101.4839, angle = -115.722, collision = h0004B1
x = 67.80713, y = -166.2985, z = 102.0819, angle = -132.3961, collision = h0004B1
x = 68.39951, y = -166.8112, z = 102.6733, angle = -143.1791, collision = h0004B1
x = 69.17065, y = -167.3229, z = 103.4541, angle = -125.24, collision = h0004B1
x = 70.26778, y = -167.781, z = 103.823, angle = -104.937, collision = h0004B1
x = 71.32344, y = -168.3277, z = 104.2171, angle = -125.6139, collision = h0004B1
x = 72.14083, y = -168.691, z = 105.0199, angle = -147.9005, collision = h0004B1
x = 72.9014, y = -168.9244, z = 105.8427, angle = -84.81318, collision = h0004B1
x = 73.77105, y = -168.9581, z = 105.1258, angle = 15.13635, collision = h0004B1
x = 73.86794, y = -168.9176, z = 103.773, angle = -56.09443, collision = h0004B1
x = 74.96835, y = -169.0552, z = 103.3498, angle = -135.9989, collision = h0004B1
x = 75.7956, y = -169.2089, z = 103.9961, angle = -112.4661, collision = h0004B1
x = 76.91785, y = -169.3452, z = 104.2785, angle = -69.27882, collision = h0004B1
x = 77.79101, y = -169.5248, z = 103.6698, angle = -41.76081, collision = h0004B1
x = 75.46285, y = -169.1599, z = 102.0417, angle = -28.09398, collision = h0004B1
x = 76.05264, y = -169.3448, z = 101.1482, angle = -68.72507, collision = h0004B1
x = 77.0106, y = -169.5486, z = 100.8275, angle = -96.906, collision = h0004B1
x = 77.23923, y = -169.5251, z = 99.80254, angle = -0.8962301, collision = h0004B1
x = 78.93004, y = -169.7746, z = 97.91953, angle = -79.98389, collision = h0004B1
x = 80.03454, y = -169.8566, z = 97.68287, angle = -10.59469, collision = h0004B1
x = 80.68708, y = -169.6737, z = 96.73917, angle = -107.4732, collision = h0004B1
x = 80.47645, y = -169.8269, z = 98.65459, angle = 154.553, collision = h0004B1
x = 77.6384, y = -169.5446, z = 98.71882, angle = 139.731, collision = h0004B1
x = 75.18144, y = -169.0953, z = 104.8941, angle = 157.5849, collision = h0004B1
x = 75.10476, y = -169.1084, z = 105.9124, angle = -172.2898, collision = h0004B1
x = 75.25312, y = -168.8995, z = 107.0403, angle = -172.1846, collision = h0004B1
x = 75.43179, y = -168.5655, z = 108.1863, angle = -168, collision = h0007B1
x = 77.46104, y = -175.4982, z = 115.4825, angle = -168, collision = h0007B1
x = 76.39507, y = -175.5904, z = 115.3608, angle = 101.2608, collision = h0007B1
x = 75.71378, y = -175.4866, z = 116.0958, angle = -157.6768, collision = h0007B1
x = 78.06239, y = -175.2255, z = 116.418, angle = -78.34123, collision = h0007B1
x = 79.49623, y = -175.5788, z = 116.4075, angle = 45.89737, collision = h0007B1
x = 78.72081, y = -175.6046, z = 115.5309, angle = -1.190065, collision = h0007B1
x = 78.57302, y = -175.7137, z = 114.4847, angle = -25.23678, collision = h0007B1
x = 79.05782, y = -175.6013, z = 113.2954, angle = -68.65627, collision = h0007B1
x = 80.37516, y = -175.0712, z = 113.1424, angle = -85.32475, collision = h0007B1
x = 80.40486, y = -175.0043, z = 112.0089, angle = 38.08754, collision = h0007B1
x = 80.1732, y = -175.3701, z = 110.9693, angle = -50.63298, collision = h0007B1
x = 80.94145, y = -175.4543, z = 109.5117, angle = 9.856168, collision = h0007B1
x = 80.84229, y = -175.5432, z = 108.2014, angle = 5.103777, collision = h0007B1
x = 80.10443, y = -175.4841, z = 107.4432, angle = 54.57646, collision = h0007B1
x = 79.7389, y = -175.5467, z = 106.4606, angle = -2.882859, collision = h0007B1
x = 79.57664, y = -175.6229, z = 105.3746, angle = 22.01138, collision = h0007B1
x = 79.12675, y = -175.7139, z = 104.4529, angle = -3.546234, collision = h0007B1
x = 81.76257, y = -175.3879, z = 110.2266, angle = -152.2613, collision = h0007B1
x = 81.73088, y = -175.2374, z = 111.2402, angle = 151.8371, collision = h0007B1
x = 80.88116, y = -175.3368, z = 114.1222, angle = -179.8524, collision = h0007B1
x = 80.47009, y = -175.6224, z = 115.1159, angle = 102.1453, collision = h0007B1
x = 76.65458, y = -175.1875, z = 116.691, angle = -147.3402, collision = h0007B1
x = 77.02753, y = -175.0799, z = 117.7772, angle = -151.0467, collision = h0007B1
x = 77.49038, y = -174.8793, z = 118.6751, angle = -145, collision = h0007B1
x = 81.15595, y = -180.3728, z = 123.3141, angle = 114.8294, collision = h0007B1
x = 80.11761, y = -180.4182, z = 123.6794, angle = 52.00442, collision = h0007B1
x = 79.21667, y = -180.4884, z = 123.1062, angle = 11.64121, collision = h0007B1
x = 79.65378, y = -180.4239, z = 122.0983, angle = -88.68255, collision = h0007B1
x = 81.8733, y = -180.6274, z = 122.5016, angle = 12.62569, collision = h0007B1
x = 81.76366, y = -180.5259, z = 121.3503, angle = -67.90779, collision = h0007B1
x = 82.82937, y = -180.7573, z = 121.7268, angle = -100.4713, collision = h0007B1
x = 83.77373, y = -180.7825, z = 121.2959, angle = -11.12886, collision = h0007B1
x = 84.81983, y = -180.7963, z = 121.0568, angle = -127.8032, collision = h0007B1
x = 85.7306, y = -180.7963, z = 121.6792, angle = -93.57236, collision = h0007B1
x = 86.84682, y = -180.8782, z = 121.4909, angle = -32.56424, collision = h0007B1
x = 87.20491, y = -181.0278, z = 120.4577, angle = 6.086819, collision = h0007B1
x = 86.76096, y = -181.1851, z = 119.4503, angle = 53.71169, collision = h0007B1
x = 85.70748, y = -181.091, z = 119.026, angle = 106.0111, collision = h0007B1
x = 84.73927, y = -180.9113, z = 119.3766, angle = 131.9031, collision = h0007B1
x = 83.95979, y = -180.7644, z = 120.0982, angle = 151.1255, collision = h0007B1
x = 84.91138, y = -181.2039, z = 118.3423, angle = -16.34522, collision = h0007B1
x = 85.25074, y = -181.5971, z = 117.3971, angle = 7.54475, collision = h0007B1
x = 85.076, y = -181.8849, z = 116.2331, angle = 1.085822, collision = h0007B1
x = 85.85217, y = -182.3282, z = 115.4206, angle = -94.74159, collision = h0008B1
x = 86.82123, y = -182.4448, z = 115.9805, angle = -129.4583, collision = h0008B1
x = 87.7905, y = -182.4324, z = 116.448, angle = -92.24945, collision = h0008B1
x = 88.79126, y = -182.5583, z = 116.3176, angle = -63.47813, collision = h0008B1
x = 89.88265, y = -182.6352, z = 116.2275, angle = -100.1193, collision = h0008B1
x = 90.981, y = -182.7385, z = 116.0732, angle = 46.58981, collision = h0008B1
x = 90.76906, y = -182.9476, z = 114.9886, angle = -2.141059, collision = h0008B1
x = 86.9471, y = -182.6365, z = 114.6464, angle = 17.14241, collision = h0008B1
x = 86.75439, y = -182.7981, z = 113.3323, angle = -40.41014, collision = h0008B1
x = 87.45811, y = -182.9357, z = 112.57, angle = -57.78604, collision = h0008B1
x = 88.44877, y = -182.9914, z = 111.9468, angle = -57.91832, collision = h0008B1
x = 87.01674, y = -182.8944, z = 111.504, angle = -15.40269, collision = h0008B1
x = 87.5188, y = -182.9435, z = 110.5657, angle = -78.35496, collision = h0008B1
x = 88.67982, y = -182.949, z = 110.5238, angle = -98.14631, collision = h0008B1
x = 89.74589, y = -182.9738, z = 110.8121, angle = -46.85358, collision = h0008B1
x = 89.25269, y = -182.8469, z = 109.6104, angle = 5.794842, collision = h0008B1
x = 89.2286, y = -182.5117, z = 108.4637, angle = -1.228109, collision = h0008B1
x = 89.25419, y = -181.975, z = 107.3017, angle = -1.36545, collision = h0008B1
x = 88.46191, y = -195.3311, z = 94.60164, angle = 3, collision = h0009B1
x = 87.51524, y = -195.536, z = 95.21044, angle = 124.2451, collision = h0009B1
x = 86.84931, y = -195.536, z = 96.01225, angle = -169.5002, collision = h0009B1
x = 87.58193, y = -195.536, z = 96.8008, angle = -88.65312, collision = h0009B1
x = 88.68893, y = -195.5359, z = 96.85473, angle = -111.2611, collision = h0009B1
x = 89.63132, y = -195.5378, z = 97.20142, angle = -81.2027, collision = h0009B1
x = 90.72928, y = -195.5362, z = 97.04537, angle = -93.08491, collision = h0009B1
x = 91.73594, y = -195.5409, z = 97.2933, angle = -126.2468, collision = h0009B1
x = 91.38985, y = -195.5795, z = 98.38222, angle = 172.0475, collision = h0011B1
x = 91.38705, y = -195.5477, z = 99.58147, angle = -179.3788, collision = h0011B1
x = 91.33314, y = -195.3949, z = 100.596, angle = 168.1677, collision = h0011B1
x = 91.2788, y = -195.1762, z = 101.6591, angle = -178.8973, collision = h0011B1
x = 91.26257, y = -194.9697, z = 102.8154, angle = 177.3239, collision = h0011B1
x = 91.24471, y = -194.9204, z = 103.9283, angle = -176.6424, collision = h0011B1
x = 91.10419, y = -194.9004, z = 105.0139, angle = 173.6767, collision = h0011B1
x = 91.1539, y = -194.9411, z = 106.0234, angle = -170.2035, collision = h0011B1
x = 91.34728, y = -195.1495, z = 107.105, angle = -168.4446, collision = h0011B1
x = 91.62135, y = -195.0065, z = 108.0989, angle = -162.8319, collision = h0011B1
x = 92.09502, y = -194.9607, z = 109.0708, angle = -138.8278, collision = h0011B1
x = 92.65657, y = -194.9403, z = 109.9166, angle = -169.4456, collision = h0012B1
x = 92.86546, y = -194.9569, z = 111.0019, angle = -167.699, collision = h0012B1
x = 93.03609, y = -194.5361, z = 112.143, angle = 175.6339, collision = h0012B1
x = 92.94428, y = -194.2415, z = 113.3067, angle = 173.5363, collision = h0012B1
x = 92.61539, y = -193.9538, z = 114.3599, angle = 143.7402, collision = h0012B1
x = 91.62618, y = -193.8284, z = 114.6486, angle = 70.67646, collision = h0012B1
x = 91.2027, y = -193.6304, z = 115.711, angle = 167.685, collision = h0012B1
x = 91.04084, y = -193.557, z = 116.8651, angle = 178.49, collision = h0012B1
x = 90.92868, y = -193.4783, z = 118.022, angle = 160.3461, collision = h0012B1
x = 90.3784, y = -193.4072, z = 119.0554, angle = 160.5203, collision = h0012B1
x = 89.97263, y = -193.2459, z = 120.1055, angle = 154.4601, collision = h0012B1
x = 89.40537, y = -193.1366, z = 121.124, angle = 137.8313, collision = h0012B1
x = 88.56264, y = -193.0295, z = 121.827, angle = 120.7696, collision = h0012B1
x = 87.73623, y = -193.0029, z = 122.4271, angle = 129.2697, collision = h0012B1
x = 86.73695, y = -192.8748, z = 122.5687, angle = 131.3777, collision = h0012B1
x = 86.16082, y = -192.6129, z = 123.4151, angle = 166.9154, collision = h0012B1
x = 85.23199, y = -192.8575, z = 123.9418, angle = 124.7967, collision = h0012B1
x = 84.41454, y = -193.0164, z = 124.7445, angle = 158.7189, collision = h0012B1
x = 83.93573, y = -193.0618, z = 125.7171, angle = 149.8987, collision = h0012B1
x = 83.34283, y = -193.1004, z = 126.7233, angle = 157.995, collision = h0036B1
x = 83.02469, y = -193.1004, z = 127.84, angle = 170.516, collision = h0036B1
x = 82.76154, y = -193.1004, z = 128.9731, angle = 154.8054, collision = h0036B1
x = 82.22231, y = -193.1004, z = 130.0494, angle = 162.7958, collision = h0036B1
x = 81.77493, y = -193.1004, z = 131.3481, angle = 163.58, collision = h0036B1
x = 81.48372, y = -193.1004, z = 132.3793, angle = 168.8587, collision = h0036B1
x = 81.22307, y = -193.1004, z = 133.7323, angle = 168.7727, collision = h0036B1
x = 80.93871, y = -193.1004, z = 135.0802, angle = 158.7462, collision = h0036B1
x = 80.44441, y = -193.1004, z = 136.3668, angle = 159.143, collision = h0036B1
x = 79.96841, y = -193.1004, z = 137.8246, angle = 165.2889, collision = h0036B1
x = 79.6191, y = -193.1004, z = 139.1588, angle = 165.6318, collision = h0036B1
x = 79.27248, y = -193.1004, z = 140.4836, angle = 163.2195, collision = h0036B1
x = 82.53706, y = -193.1004, z = 126.1104, angle = 40.57538, collision = h0036B1
x = 81.3956, y = -193.1004, z = 125.8942, angle = 83.71561, collision = h0036B1
x = 80.37793, y = -193.1004, z = 125.7699, angle = 84.58964, collision = h0036B1
x = 79.00415, y = -193.1004, z = 125.699, angle = 101.8967, collision = h0036B1
x = 77.6413, y = -193.1003, z = 125.8782, angle = 89.11373, collision = h0036B1
x = 76.28178, y = -193.1003, z = 125.7179, angle = 74.31341, collision = h0036B1
x = 74.81868, y = -193.1003, z = 125.2685, angle = 70.95516, collision = h0036B1
x = 73.51734, y = -193.1003, z = 124.8153, angle = 74.75866, collision = h0036B1
x = 72.19302, y = -193.1004, z = 124.4324, angle = 78.08189, collision = h0036B1
x = 70.84188, y = -193.1004, z = 124.1695, angle = 84.94388, collision = h0036B1
x = 69.74241, y = -193.1004, z = 124.0006, angle = 74.36817, collision = h0036B1
x = 68.67829, y = -193.1003, z = 124.1533, angle = 150.9157, collision = h0036B1
x = 68.28031, y = -193.1004, z = 125.2981, angle = 166.0057, collision = h0036B1
x = 67.96874, y = -193.1004, z = 126.641, angle = 172.2066, collision = h0036B1
x = 67.63149, y = -193.1004, z = 127.9705, angle = 153.7211, collision = h0036B1
x = 66.96152, y = -193.1004, z = 129.3479, angle = 156.8172, collision = h0036B1
x = 66.54852, y = -193.1004, z = 130.6488, angle = 173.7252, collision = h0036B1
x = 66.39378, y = -193.1004, z = 132.0184, angle = 179.4027, collision = h0036B1
x = 80.77612, y = -195.8507, z = 126.7673, angle = 167.5271, collision = h0037B1
x = 81.28973, y = -196.1003, z = 127.7356, angle = 158.4536, collision = h0037B1
x = 80.6166, y = -196.1003, z = 128.59, angle = 148.8124, collision = h0037B1
x = 80.75293, y = -196.1003, z = 129.6305, angle = -165.8188, collision = h0037B1
x = 80.96044, y = -196.2003, z = 130.731, angle = 141.5638, collision = h0037B1
x = 80.16727, y = -196.2004, z = 131.4473, angle = 121.115, collision = h0037B1
x = 78.70167, y = -201.2901, z = 132.5668, angle = 119.9759, collision = h0037B1
x = 79.77079, y = -201.2901, z = 132.6238, angle = -115.7667, collision = h0037B1
x = 77.9537, y = -201.2905, z = 131.7202, angle = -31.33076, collision = h0037B1
x = 78.36496, y = -201.2901, z = 130.7996, angle = -21.28863, collision = h0037B1
x = 78.26548, y = -201.2901, z = 129.7421, angle = 58.15834, collision = h0037B1
x = 77.00052, y = -201.2901, z = 129.2294, angle = 55.91547, collision = h0037B1
x = 75.84597, y = -201.2901, z = 128.4805, angle = 55.31079, collision = h0037B1
x = 74.56836, y = -201.2901, z = 128.1365, angle = 86.13387, collision = h0037B1
x = 73.20191, y = -201.2901, z = 127.9951, angle = 86.37049, collision = h0037B1
x = 72.13234, y = -201.2901, z = 127.9304, angle = 86.5153, collision = h0037B1
x = 70.93827, y = -201.2901, z = 128.2766, angle = -161.0336, collision = h0037B1
x = 71.74955, y = -201.3195, z = 129.1092, angle = -64.09137, collision = h0037B1
x = 75.5107, y = -201.2901, z = 129.5086, angle = -139.189, collision = h0037B1
x = 76.25164, y = -201.3611, z = 130.6398, angle = -167.1011, collision = h0037B1
x = 76.51157, y = -201.4214, z = 131.9889, angle = 110.0688, collision = h0037B1
x = 75.29765, y = -201.4401, z = 132.1344, angle = 59.09879, collision = h0037B1
x = 74.03951, y = -201.4401, z = 131.6569, angle = 86.97953, collision = h0037B1
x = 72.66348, y = -201.4401, z = 131.6285, angle = 93.58514, collision = h0037B1
x = 71.29301, y = -201.4223, z = 131.7604, angle = 102.0746, collision = h0037B1
x = 69.94916, y = -201.2907, z = 132.0578, angle = 127.3699, collision = h0037B1
x = 69.2002, y = -201.2901, z = 133.1836, angle = -142.0124, collision = h0037B1
x = 70.09756, y = -201.3602, z = 133.9956, angle = -81.71754, collision = h0037B1
x = 71.43013, y = -201.4401, z = 133.7276, angle = -78.9208, collision = h0037B1
x = 72.67821, y = -201.4401, z = 133.8204, angle = -137.2999, collision = h0037B1
x = 73.7035, y = -201.4401, z = 134.6983, angle = -129.4108, collision = h0037B1
x = 73.34213, y = -201.4401, z = 132.826, angle = 5.632611, collision = h0037B1
x = 69.95059, y = -201.3748, z = 135.0656, angle = 173.3067, collision = h0037B1
x = 70.31258, y = -201.4401, z = 136.2171, angle = -154.5354, collision = h0037B1
x = 70.83929, y = -201.4401, z = 137.4237, angle = 167.2572, collision = h0037B1
x = 70.48789, y = -201.4401, z = 138.7454, angle = 153.6814, collision = h0037B1
x = 69.82755, y = -201.4401, z = 139.9522, angle = 144.8449, collision = h0037B1
x = 69.13662, y = -201.4401, z = 140.8765, angle = 140.5821, collision = h0037B1
x = 68.86214, y = -201.4401, z = 142.1687, angle = 160.5732, collision = h0037B1
x = 68.44337, y = -201.4401, z = 143.4741, angle = 163.5397, collision = h0037B1
x = 68.13158, y = -201.4401, z = 144.807, angle = 175.4912, collision = h0037B1
x = 68.02692, y = -201.4401, z = 146.1808, angle = 176.8888, collision = h0037B1
x = 67.91262, y = -201.4401, z = 147.5529, angle = 160.9208, collision = h0037B1
x = 67.58569, y = -201.4401, z = 148.573, angle = 161.9047, collision = h0037B1
x = 67.24538, y = -201.4401, z = 149.6107, angle = 161.9939, collision = h0037B1
x = 68.50628, y = -201.4401, z = 149.6656, angle = -88.86488, collision = h0037B1
x = 69.63159, y = -201.4401, z = 149.6173, angle = -69.9198, collision = h0037B1
x = 70.59547, y = -201.4401, z = 149.2804, angle = -69.9198, collision = h0037B1
x = 70.70394, y = -201.4401, z = 150.3054, angle = -137.7972, collision = h0037B1
x = 71.75394, y = -201.3957, z = 151.0763, angle = -87.2701, collision = h0037B1
x = 72.81536, y = -201.2901, z = 151.1089, angle = -156.4608, collision = h0037B1
x = 73.27158, y = -201.2901, z = 152.3295, angle = 169.6082, collision = h0037B1
x = 72.86166, y = -201.2901, z = 153.609, angle = 135.883, collision = h0037B1
x = 71.97858, y = -201.2901, z = 154.6581, angle = 153.4755, collision = h0037B1
x = 71.28324, y = -201.2901, z = 156.0233, angle = 130.8563, collision = h0037B1
x = 70.19437, y = -201.2901, z = 156.5148, angle = 58.04344, collision = h0037B1
x = 69.0687, y = -201.2901, z = 155.7394, angle = 61.72364, collision = h0037B1
x = 67.86401, y = -201.2901, z = 155.1414, angle = 130.8974, collision = h0037B1
x = 68.91821, y = -201.2901, z = 154.6416, angle = 72.1981, collision = h0037B1
x = 67.20152, y = -201.2901, z = 154.3002, angle = 97.89941, collision = h0037B1
x = 65.83291, y = -201.2901, z = 154.437, angle = 82.56657, collision = h0037B1
x = 64.77017, y = -201.2901, z = 154.2867, angle = 55.07131, collision = h0037B1
x = 63.56136, y = -201.2901, z = 153.6384, angle = 33.57183, collision = h0037B1
x = 63.02919, y = -201.2901, z = 152.5292, angle = -29.32574, collision = h0037B1
x = 63.82114, y = -201.2901, z = 151.4636, angle = -82.71679, collision = h0037B1
x = 65.06304, y = -201.3259, z = 151.5521, angle = -125.5856, collision = h0037B1
x = 65.93257, y = -201.4018, z = 152.1783, angle = -103.6727, collision = h0037B1
x = 67.2383, y = -201.4401, z = 152.5858, angle = -110.0276, collision = h0037B1
x = 68.54841, y = -201.4401, z = 153.0103, angle = -110.9027, collision = h0037B1
x = 69.82508, y = -201.4228, z = 153.5219, angle = -106.1799, collision = h0037B1
x = 71.30441, y = -201.3535, z = 153.8788, angle = -92.99751, collision = h0037B1
x = 72.22243, y = -201.3149, z = 152.2262, angle = 69.60156, collision = h0037B1
x = 70.9201, y = -201.4401, z = 151.7942, angle = 91.34744, collision = h0037B1
x = 69.85168, y = -201.4401, z = 151.8327, angle = 110.2594, collision = h0037B1
x = 68.07781, y = -201.4401, z = 152.0261, angle = 70.77853, collision = h0037B1
x = 66.77898, y = -201.4401, z = 151.5668, angle = 63.28419, collision = h0037B1
x = 64.74025, y = -201.2901, z = 150.5335, angle = 22.87783, collision = h0037B1
x = 64.90562, y = -201.2901, z = 149.3944, angle = -99.45805, collision = h0037B1
x = 71.7228, y = -201.4344, z = 149.8043, angle = -8.595793, collision = h0037B1
x = 71.58131, y = -201.4401, z = 148.6005, angle = 74.22852, collision = h0037B1
x = 70.27461, y = -201.4401, z = 148.1834, angle = 91.50966, collision = h0037B1
x = 68.74686, y = -201.4401, z = 148.2168, angle = 91.55703, collision = h0037B1
x = 66.47413, y = -201.3772, z = 148.1274, angle = 47.111, collision = h0037B1
x = 65.72379, y = -201.2901, z = 147.0526, angle = -19.73829, collision = h0037B1
x = 66.41513, y = -201.3123, z = 146.02, angle = -113.3638, collision = h0037B1
x = 69.13798, y = -201.4401, z = 146.999, angle = -110.9286, collision = h0037B1
x = 72.5733, y = -201.3894, z = 148.2463, angle = -77.99805, collision = h0037B1
x = 73.60709, y = -201.2901, z = 147.99, angle = 12.60981, collision = h0037B1
x = 73.31752, y = -201.3499, z = 146.8816, angle = 45.34196, collision = h0037B1
x = 72.32934, y = -201.4401, z = 145.921, angle = 69.57914, collision = h0037B1
x = 71.05199, y = -201.4401, z = 145.4477, angle = 79.54659, collision = h0037B1
x = 69.69471, y = -201.4401, z = 145.2124, angle = 81.15585, collision = h0037B1
x = 67.06612, y = -201.3282, z = 144.1609, angle = 24.73802, collision = h0037B1
x = 66.81696, y = -201.2901, z = 142.9211, angle = -71.53815, collision = h0037B1
x = 70.05435, y = -201.4401, z = 142.137, angle = -80.29282, collision = h0037B1
x = 71.28746, y = -201.4401, z = 141.9865, angle = -84.14948, collision = h0037B1
x = 72.48434, y = -201.4401, z = 142.1535, angle = -102.7107, collision = h0037B1
