x = 119.2139, y = -79.12976, z = 123.823, angle = -107.4421, collision = h0001B0
x = 176.0432, y = -92.9566, z = 122.057, angle = -28.68589, collision = h0008B0
x = 176.6634, y = -92.92032, z = 120.7797, angle = -8.724638, collision = h0008B0
x = 176.8391, y = -92.89622, z = 119.7189, angle = -6.577937, collision = h0008B0
x = 176.9981, y = -92.86657, z = 118.3629, angle = -1.060346, collision = h0008B0
x = 177.0384, y = -92.84499, z = 117.0096, angle = 7.212789, collision = h0008B0
x = 176.9321, y = -92.83266, z = 115.9228, angle = -31.81745, collision = h0008B0
x = 177.45, y = -92.80847, z = 114.6928, angle = -85.65721, collision = h0008B0
x = 178.6661, y = -92.78668, z = 114.6072, angle = 170.2941, collision = h0008B0
x = 178.6747, y = -92.80222, z = 115.7961, angle = 138.3853, collision = h0008B0
x = 175.8838, y = -92.88184, z = 118.1342, angle = 74.52705, collision = h0008B0
x = 174.5645, y = -93.10513, z = 117.8027, angle = 7.451299, collision = h0008B0
x = 174.1207, y = -93.49483, z = 116.6039, angle = 7.860892, collision = h0008B0
x = 173.925, y = -94.02043, z = 115.2509, angle = 9.277063, collision = h0008B0
x = 173.7427, y = -93.84847, z = 114.1318, angle = 6.917861, collision = h0008B0
x = 173.6136, y = -93.686, z = 112.8271, angle = -19.74396, collision = h0008B0
x = 173.8919, y = -93.75488, z = 111.6549, angle = -48.37325, collision = h0008B0
x = 174.821, y = -94.173, z = 110.7897, angle = -117.9012, collision = h0008B0
x = 176.0845, y = -94.7911, z = 111.2303, angle = -102.6933, collision = h0008B0
x = 177.1543, y = -95.27428, z = 111.5899, angle = -12.37266, collision = h0008B0
x = 177.5964, y = -95.35087, z = 110.5298, angle = 18.21614, collision = h0008B0
x = 177.2708, y = -95.08255, z = 109.2674, angle = -7.152205, collision = h0008B0
x = 177.389, y = -94.98682, z = 107.9346, angle = -73.90272, collision = h0008B0
x = 178.3158, y = -95.23513, z = 107.4161, angle = -95.02261, collision = h0008B0
x = 179.634, y = -95.60696, z = 107.5239, angle = -133.8441, collision = h0008B0
x = 180.6817, y = -96.03675, z = 108.3802, angle = -173.6761, collision = h0008B0
x = 180.8976, y = -96.27403, z = 109.4414, angle = -155.0271, collision = h0008B0
x = 181.4886, y = -96.65623, z = 110.6951, angle = -72.62443, collision = h0008B0
x = 182.7207, y = -96.98564, z = 110.4937, angle = -79.29392, collision = h0008B0
x = 183.8853, y = -97.18017, z = 110.1928, angle = -141.0343, collision = h0008B0
x = 184.7357, y = -97.42988, z = 111.0097, angle = 167.5754, collision = h0008B0
x = 184.5146, y = -97.32528, z = 112.3978, angle = 164.3934, collision = h0008B0
x = 184.2198, y = -97.23083, z = 113.4411, angle = 161.8999, collision = h0008B0
x = 183.8015, y = -97.01782, z = 114.7287, angle = 170.3263, collision = h0008B0
x = 183.5887, y = -96.73973, z = 116.0615, angle = -125.033, collision = h0008B0
x = 184.3131, y = -96.6515, z = 116.8282, angle = -99.41967, collision = h0008B0
x = 185.5278, y = -96.76869, z = 117.1142, angle = -99.41967, collision = h0008B0
x = 186.6166, y = -96.86642, z = 117.1468, angle = -99.41967, collision = h0008B0
x = 183.487, y = -96.238, z = 117.7937, angle = 158.1135, collision = h0008B0
x = 182.9385, y = -95.78288, z = 119.0806, angle = 166.6857, collision = h0008B0
x = 182.5951, y = -95.28403, z = 120.362, angle = 175.1996, collision = h0008B0
x = 182.4622, y = -94.68024, z = 121.7109, angle = 124.3922, collision = h0008B0
x = 181.7351, y = -94.25949, z = 122.4685, angle = 67.85671, collision = h0008B0
x = 180.4764, y = -94.39637, z = 122.1708, angle = -11.03216, collision = h0008B0
x = 180.5705, y = -94.83996, z = 120.9677, angle = -32.03395, collision = h0008B0
x = 181.2557, y = -95.26271, z = 119.9502, angle = -65.1333, collision = h0008B0
x = 183.6, y = -95.52892, z = 119.9385, angle = -155.7936, collision = h0008B0
x = 184.1228, y = -95.20849, z = 120.8561, angle = -167.3065, collision = h0008B0
x = 184.4417, y = -94.52905, z = 122.2084, angle = -127.0065, collision = h0008B0
x = 185.2809, y = -94.09666, z = 123.1274, angle = -53.38182, collision = h0008B0
x = 186.2281, y = -94.33412, z = 122.7388, angle = 22.41415, collision = h0008B0
x = 185.9648, y = -94.9944, z = 121.4421, angle = 57.47453, collision = h0008B0
x = 184.7776, y = -96.28439, z = 118.2193, angle = -125.5168, collision = h0008B0
x = 185.9441, y = -96.08576, z = 119.027, angle = -111.3469, collision = h0008B0
x = 187.1469, y = -95.87714, z = 119.5123, angle = -134.1871, collision = h0008B0
x = 188.107, y = -95.57658, z = 120.2251, angle = -174.6334, collision = h0008B0
x = 188.4514, y = -95.01295, z = 121.4368, angle = -62.71883, collision = h0008B0
x = 189.7112, y = -95.00423, z = 120.9635, angle = -7.722526, collision = h0008B0
x = 190.0429, y = -95.32458, z = 119.9901, angle = 44.70408, collision = h0008B0
x = 189.214, y = -96.0584, z = 118.9614, angle = 70.40134, collision = h0008B0
x = 187.9641, y = -96.30704, z = 118.493, angle = 51.9342, collision = h0008B0
x = 187.3311, y = -97.20912, z = 115.954, angle = -43.00558, collision = h0008B0
x = 188.0851, y = -97.43947, z = 115.0792, angle = -73.57494, collision = h0008B0
x = 189.2814, y = -97.57981, z = 114.551, angle = -101.9523, collision = h0008B0
x = 190.6067, y = -97.47491, z = 114.7817, angle = -73.21001, collision = h0008B0
x = 191.7095, y = -97.46233, z = 114.7468, angle = -20.99696, collision = h0008B0
x = 192.2786, y = -97.85136, z = 113.6321, angle = 20.75931, collision = h0008B0
x = 191.8216, y = -98.25095, z = 112.3035, angle = 46.0268, collision = h0008B0
x = 191.0614, y = -98.22645, z = 111.5376, angle = 20.59247, collision = h0008B0
x = 190.5306, y = -98.19738, z = 110.284, angle = -32.55795, collision = h0008B0
x = 191.1245, y = -98.27406, z = 109.164, angle = -35.17261, collision = h0008B0
x = 191.973, y = -98.37329, z = 108.0123, angle = -60.08351, collision = h0008B0
x = 192.8273, y = -98.43605, z = 107.4017, angle = -92.51611, collision = h0008B0
x = 193.9388, y = -98.7458, z = 107.3866, angle = -115.3101, collision = h0008B0
x = 194.9164, y = -98.8987, z = 107.5973, angle = -144.984, collision = h0008B0
x = 195.6297, y = -99.02464, z = 108.3279, angle = 168.4604, collision = h0008B0
x = 195.4423, y = -98.91187, z = 109.7378, angle = -128.6986, collision = h0008B0
x = 196.2333, y = -99.16167, z = 110.5965, angle = -54.69268, collision = h0008B0
x = 197.2377, y = -99.53059, z = 110.1309, angle = -26.91212, collision = h0008B0
x = 197.8954, y = -99.77611, z = 108.9609, angle = -40.20725, collision = h0008B0
x = 198.7069, y = -99.98936, z = 107.889, angle = -43.53188, collision = h0008B0
x = 199.5779, y = -100.0492, z = 107.3159, angle = -44.66351, collision = h0008B0
x = 200.4996, y = -99.90761, z = 106.3888, angle = -51.50714, collision = h0008B0
x = 201.5902, y = -99.70052, z = 105.468, angle = -110.273, collision = h0008B0
x = 202.7924, y = -99.90891, z = 106.1088, angle = 153.458, collision = h0008B0
x = 202.3653, y = -99.87812, z = 107.3972, angle = 167.2692, collision = h0008B0
x = 202.0336, y = -99.97435, z = 108.4107, angle = -134.6691, collision = h0008B0
x = 202.8864, y = -100.22, z = 109.5134, angle = -117.7637, collision = h0008B0
x = 204.0049, y = -100.8506, z = 110.1506, angle = -116.9986, collision = h0008B0
x = 205.0798, y = -101.0589, z = 110.7279, angle = -102.8114, collision = h0008B0
x = 206.2813, y = -101.1965, z = 111.1612, angle = -152.4964, collision = h0008B0
x = 207.061, y = -100.6138, z = 112.3355, angle = -122.1119, collision = h0008B0
x = 207.8189, y = -99.96681, z = 113.0363, angle = -55.66545, collision = h0008B0
x = 208.8761, y = -100.4911, z = 112.3775, angle = 17.23552, collision = h0008B0
x = 208.659, y = -100.7516, z = 111.0753, angle = 23.93336, collision = h0008B0
x = 208.1636, y = -101.2879, z = 109.8298, angle = -10.60448, collision = h0008B0
x = 208.2748, y = -101.6298, z = 108.6827, angle = -36.68824, collision = h0008B0
x = 208.9827, y = -101.8233, z = 107.6038, angle = -99.47839, collision = h0008B0
x = 210.1377, y = -101.6902, z = 107.4918, angle = -132.5233, collision = h0008B0
x = 211.1325, y = -101.3778, z = 108.2887, angle = -143.3026, collision = h0008B0
x = 212.0178, y = -101.5824, z = 109.415, angle = -148.0413, collision = h0008B0
x = 212.7646, y = -101.6473, z = 110.4332, angle = -77.275, collision = h0008B0
x = 213.9016, y = -101.686, z = 110.3134, angle = -27.24684, collision = h0008B0
x = 214.6391, y = -101.931, z = 109.2691, angle = -2.330474, collision = h0008B0
x = 214.7282, y = -102.2913, z = 107.9063, angle = -3.977014, collision = h0008B0
x = 214.7433, y = -102.2048, z = 106.783, angle = -40.15295, collision = h0008B0
x = 215.5305, y = -102.2842, z = 105.7494, angle = -66.44371, collision = h0008B0
x = 216.7815, y = -102.4359, z = 105.1335, angle = -111.0304, collision = h0008B0
x = 217.8232, y = -102.4642, z = 105.3306, angle = -156.5667, collision = h0008B0
x = 218.5201, y = -102.3734, z = 106.5636, angle = -162.6205, collision = h0008B0
x = 218.901, y = -101.8536, z = 107.7861, angle = -175.1158, collision = h0008B0
x = 219.0728, y = -101.4954, z = 108.967, angle = 176.4563, collision = h0008B0
x = 219.0007, y = -101.0739, z = 110.2691, angle = -123.0189, collision = h0008B0
x = 219.9384, y = -101.2364, z = 111.0707, angle = -67.85921, collision = h0008B0
x = 220.991, y = -101.6845, z = 110.7752, angle = -45.7291, collision = h0008B0
x = 221.9792, y = -101.9132, z = 109.8932, angle = -37.86564, collision = h0008B0
x = 222.8498, y = -102.0417, z = 108.811, angle = -77.55128, collision = h0008B0
x = 223.8342, y = -102.1615, z = 108.4035, angle = -131.5232, collision = h0008B0
x = 224.951, y = -102.6149, z = 109.1412, angle = 170.7186, collision = h0008B0
x = 224.8659, y = -102.8855, z = 110.3842, angle = 141.2397, collision = h0008B0
x = 224.1696, y = -102.7698, z = 111.37, angle = 105.0396, collision = h0008B0
x = 222.9656, y = -102.427, z = 111.7729, angle = 140.4591, collision = h0008B0
x = 222.0129, y = -102.0468, z = 112.6872, angle = -135.7442, collision = h0008B0
x = 222.4826, y = -102.2126, z = 113.5886, angle = -106.068, collision = h0008B0
x = 223.762, y = -102.6946, z = 114.0219, angle = -89.32519, collision = h0008B0
x = 225.1081, y = -103.1294, z = 114.058, angle = -65.89452, collision = h0008B0
x = 226.1228, y = -103.3223, z = 113.6642, angle = -80.98096, collision = h0008B0
x = 227.5234, y = -103.2878, z = 113.4819, angle = -139.9983, collision = h0009B0
x = 228.4155, y = -103.0514, z = 114.3384, angle = -176.7798, collision = h0009B0
x = 228.5577, y = -102.8911, z = 115.5525, angle = -166.265, collision = h0009B0
x = 228.9003, y = -102.5042, z = 116.7385, angle = -83.83033, collision = h0009B0
x = 229.5311, y = -101.9045, z = 116.9128, angle = -60.78986, collision = h0009B0
x = 230.2659, y = -101.3514, z = 116.7201, angle = -46.83545, collision = h0009B0
x = 231.0946, y = -101.0935, z = 116.0565, angle = -37.42525, collision = h0009B0
x = 231.9965, y = -101.6886, z = 115.0206, angle = -94.35007, collision = h0009B0
x = 233.2811, y = -102.1733, z = 114.9188, angle = -71.17978, collision = h0009B0
x = 234.3099, y = -102.34, z = 114.8102, angle = -16.02813, collision = h0009B0
x = 234.7723, y = -102.6662, z = 113.5129, angle = 22.66347, collision = h0009B0
x = 234.3256, y = -102.6383, z = 112.311, angle = 55.06834, collision = h0009B0
x = 233.3684, y = -102.265, z = 111.5503, angle = 12.61998, collision = h0009B0
x = 232.9451, y = -102.0213, z = 110.4042, angle = -19.71786, collision = h0009B0
x = 233.3725, y = -102.0225, z = 109.0452, angle = -41.08744, collision = h0009B0
x = 234.0511, y = -102.1312, z = 108.2309, angle = -75.98293, collision = h0009B0
x = 235.3624, y = -102.4735, z = 107.8411, angle = -87.99915, collision = h0009B0
x = 236.6279, y = -102.8076, z = 107.7299, angle = -24.96748, collision = h0009B0
x = 237.1991, y = -102.7616, z = 106.7815, angle = 5.523629, collision = h0009B0
x = 237.2112, y = -102.4936, z = 105.4164, angle = 5.566631, collision = h0009B0
x = 237.1053, y = -102.2011, z = 104.1064, angle = -27.96393, collision = h0009B0
x = 237.5511, y = -102.0634, z = 102.9986, angle = -53.96736, collision = h0009B0
x = 238.5582, y = -102.0946, z = 102.2431, angle = -108.5515, collision = h0009B0
x = 239.9355, y = -102.4732, z = 102.5588, angle = -128.2616, collision = h0009B0
x = 240.8029, y = -102.617, z = 103.1704, angle = -134.2524, collision = h0009B0
x = 241.81, y = -102.5469, z = 104.1781, angle = -160.7207, collision = h0009B0
x = 242.2986, y = -102.3566, z = 105.3585, angle = -175.1246, collision = h0009B0
x = 242.3966, y = -101.8709, z = 106.4893, angle = -157.9527, collision = h0009B0
x = 242.7763, y = -101.3965, z = 107.4873, angle = -136.6639, collision = h0009B0
x = 243.4052, y = -100.8617, z = 108.2486, angle = -127.6366, collision = h0009B0
x = 244.2967, y = -100.2353, z = 108.8735, angle = -113.6752, collision = h0009B0
x = 245.3266, y = -100.5212, z = 109.4406, angle = -136.8603, collision = h0009B0
x = 243.9738, y = -100.1841, z = 109.8677, angle = 58.32845, collision = h0009B0
x = 242.8098, y = -100.8078, z = 109.248, angle = 82.98313, collision = h0009B0
x = 241.3389, y = -101.4727, z = 109.0908, angle = 111.4486, collision = h0009B0
x = 240.2012, y = -101.0798, z = 109.6898, angle = 176.4409, collision = h0009B0
x = 240.0613, y = -100.9725, z = 110.7097, angle = 168.5771, collision = h0009B0
x = 239.8735, y = -100.8392, z = 111.8901, angle = 151.3907, collision = h0009B0
x = 239.3468, y = -100.5173, z = 112.8798, angle = 178.0794, collision = h0009B0
x = 239.1953, y = -100.405, z = 114.2302, angle = -114.6305, collision = h0009B0
x = 240.1602, y = -100.5262, z = 114.8865, angle = -42.82884, collision = h0009B0
x = 241.0965, y = -100.5202, z = 114.1716, angle = -20.19302, collision = h0009B0
x = 241.5838, y = -100.6594, z = 112.991, angle = -35.21495, collision = h0009B0
x = 242.2928, y = -100.7186, z = 111.7899, angle = -44.52161, collision = h0009B0
x = 243.0708, y = -100.5654, z = 111.0658, angle = -72.99798, collision = h0009B0
x = 245.0326, y = -100.2329, z = 110.5514, angle = -74.41729, collision = h0009B0
x = 246.2514, y = -100.8612, z = 110.1775, angle = -1.315904, collision = h0009B0
x = 246.493, y = -101.0197, z = 109.0077, angle = 9.757335, collision = h0009B0
x = 246.2804, y = -101.0624, z = 107.7454, angle = 9.043102, collision = h0009B0
x = 246.0953, y = -101.0444, z = 106.3205, angle = -34.08965, collision = h0009B0
x = 246.5234, y = -101.2804, z = 105.3734, angle = -79.79091, collision = h0009B0
x = 247.8229, y = -101.1713, z = 105.0656, angle = -149.5069, collision = h0009B0
x = 248.5838, y = -101.1622, z = 106.0371, angle = 166.5702, collision = h0009B0
x = 248.4213, y = -101.1571, z = 107.1342, angle = 175.1615, collision = h0009B0
x = 248.2161, y = -101.1848, z = 108.4809, angle = -163.6885, collision = h0009B0
x = 248.5543, y = -101.169, z = 109.7515, angle = -151.6763, collision = h0009B0
x = 249.0571, y = -101.1171, z = 110.8487, angle = -147.3095, collision = h0009B0
x = 249.7689, y = -101.0704, z = 111.9208, angle = -124.0535, collision = h0009B0
x = 250.8967, y = -100.7078, z = 112.7528, angle = -73.19206, collision = h0009B0
x = 251.9308, y = -100.3401, z = 112.5424, angle = -155.1948, collision = h0009B0
x = 252.6992, y = -100.0551, z = 113.4922, angle = 147.9896, collision = h0009B0
x = 252.1776, y = -100.1812, z = 114.6524, angle = 151.1421, collision = h0009B0
x = 251.5986, y = -100.2461, z = 115.6307, angle = -179.7607, collision = h0009B0
x = 251.5681, y = -99.89766, z = 116.9603, angle = -117.8595, collision = h0009B0
x = 252.6236, y = -99.50487, z = 117.6522, angle = -72.6994, collision = h0009B0
x = 253.7551, y = -99.43883, z = 117.3885, angle = -38.16249, collision = h0009B0
x = 254.6083, y = -99.59813, z = 116.4235, angle = -24.55982, collision = h0009B0
x = 255.2247, y = -99.62724, z = 115.1257, angle = -52.82368, collision = h0009B0
x = 255.978, y = -99.62749, z = 114.3903, angle = -66.08318, collision = h0009B0
x = 257.2967, y = -99.5429, z = 113.8582, angle = -142.6675, collision = h0009B0
x = 258.1459, y = -99.54027, z = 114.7243, angle = -164.6613, collision = h0009B0
x = 258.4604, y = -99.60159, z = 115.8516, angle = -153.4227, collision = h0009B0
x = 259.0347, y = -99.54497, z = 117.0381, angle = -125.0303, collision = h0009B0
x = 260.1387, y = -99.27099, z = 117.8063, angle = -77.97567, collision = h0009B0
x = 261.2519, y = -99.3884, z = 117.7327, angle = -34.55252, collision = h0009B0
x = 262.0728, y = -99.16891, z = 116.7758, angle = -5.88709, collision = h0009B0
x = 262.277, y = -98.94469, z = 115.3776, angle = -10.20011, collision = h0009B0
x = 262.4439, y = -98.74414, z = 114.3038, angle = -22.36749, collision = h0009B0
x = 262.9665, y = -98.43617, z = 112.9623, angle = -36.36954, collision = h0009B0
x = 263.7677, y = -98.49081, z = 112.0514, angle = -108.8969, collision = h0009B0
x = 264.9201, y = -98.89893, z = 112.3033, angle = -128.6338, collision = h0009B0
x = 265.9691, y = -99.2188, z = 113.0724, angle = -127.8481, collision = h0009B0
x = 267.071, y = -99.21201, z = 113.8191, angle = -32.80489, collision = h0009B0
x = 267.8742, y = -99.42125, z = 112.8379, angle = -3.786589, collision = h0009B0
x = 267.9763, y = -99.60535, z = 111.7361, angle = -13.87781, collision = h0009B0
x = 268.2592, y = -99.80757, z = 110.3914, angle = -58.77275, collision = h0009B0
x = 269.0905, y = -99.87633, z = 109.741, angle = -117.335, collision = h0009B0
x = 270.3373, y = -99.73561, z = 110.2809, angle = 162.4014, collision = h0009B0
x = 270.1051, y = -99.72769, z = 111.4743, angle = 129.2646, collision = h0009B0
x = 269.0707, y = -99.51669, z = 112.4698, angle = 174.6353, collision = h0009B0
x = 268.8363, y = -99.26305, z = 113.4816, angle = -162.3791, collision = h0009B0
x = 269.2216, y = -99.01209, z = 114.8383, angle = -160.2732, collision = h0009B0
x = 269.5883, y = -99.06007, z = 115.8612, angle = -162.6433, collision = h0009B0
x = 269.9973, y = -99.02618, z = 117.1481, angle = -165.2886, collision = h0009B0
x = 270.3539, y = -98.855, z = 118.4708, angle = -164.4826, collision = h0009B0
x = 270.7081, y = -98.81387, z = 119.75, angle = -152.1367, collision = h0009B0
x = 271.1923, y = -98.60387, z = 120.8227, angle = -67.37784, collision = h0009B0
x = 272.356, y = -98.59924, z = 120.645, angle = -40.05276, collision = h0009B0
x = 273.3119, y = -98.79816, z = 119.5768, angle = -18.0077, collision = h0009B0
x = 273.7031, y = -98.94247, z = 118.5886, angle = -18.03936, collision = h0009B0
x = 274.2148, y = -98.97858, z = 117.2627, angle = -53.46449, collision = h0009B0
x = 275.2171, y = -98.8587, z = 116.4595, angle = -69.74794, collision = h0009B0
x = 276.2724, y = -98.69991, z = 115.9963, angle = -89.36635, collision = h0009B0
x = 277.6014, y = -98.4633, z = 115.8957, angle = -104.2, collision = h0009B0
x = 278.914, y = -98.41534, z = 116.2047, angle = -145.1731, collision = h0009B0
x = 279.73, y = -98.80379, z = 116.9493, angle = 168.6089, collision = h0009B0
x = 279.5768, y = -98.70142, z = 118.2305, angle = 167.8927, collision = h0009B0
x = 279.3929, y = -98.36655, z = 119.6107, angle = -97.72062, collision = h0009B0
x = 280.3262, y = -98.38249, z = 120.0115, angle = -43.12241, collision = h0009B0
x = 281.339, y = -98.30619, z = 119.0903, angle = -4.551679, collision = h0009B0
x = 281.4921, y = -98.67076, z = 117.8279, angle = -16.70842, collision = h0009B0
x = 281.759, y = -98.82587, z = 116.6789, angle = -22.78472, collision = h0009B0
x = 282.2743, y = -98.82467, z = 115.4772, angle = -48.95412, collision = h0009B0
x = 283.294, y = -98.7588, z = 114.557, angle = -66.91255, collision = h0009B0
x = 284.2919, y = -98.66213, z = 114.0516, angle = -77.7499, collision = h0009B0
x = 285.5697, y = -98.64977, z = 113.7482, angle = -92.40961, collision = h0009B0
x = 286.9709, y = -98.48132, z = 113.7555, angle = -53.47361, collision = h0009B0
x = 287.9397, y = -98.53124, z = 113.3226, angle = -61.09077, collision = h0009B0
